Company Name,Ticker,Market Cap (mil),Avg Volume,Industry,Sector
"PAGEGROUP","MPGPF","1648.52","280","Consulting Services","Business Services"
"MultiPlan","MPLN","137.22","48960","Medical Services","Medical"
"MPLX LP","MPLX","46926.48","1625758","Oil and Gas - Production and Pipelines","Oils-Energy"
"Meituan Unsponsored ADR","MPNGY","145406.66","1067485","Technology Services","Business Services"
"M-tron Industries, Inc.","MPTI","154.67","29277","Engineering - R and D Services","Construction"
"Mega Matrix Inc.","MPU","61.3","83046","Broadcast Radio and Television","Consumer Discretionary"
"","MPV","175.72","15958","Financial - Investment Management","Finance"
"Mountain Province Diamonds","MPVDF","20.16","10715","Mining - Miscellaneous","Basic Materials"
"Medical Properties Trust","MPW","2946.98","11522463","REIT and Equity Trust - Other","Finance"
"Monolithic Power Systems","MPWR","37136.21","781316","Semiconductor - Analog and Mixed","Computer and Technology"
"Marine Products","MPX","344.01","27606","Leisure and Recreation Products","Consumer Discretionary"
"Marqeta","MQ","1901.3","10918398","Financial Transaction Services","Business Services"
"","MQT","236.42","55165","Financial - Investment Funds","Finance"
"","MQY","922.23","173435","Financial - Investment Funds","Finance"
"Murata Manufacturing","MRAAY","33061.59","336218","Manufacturing - Electronics","Industrial Products"
"Marpai","MRAI","10.7","18220","Technology Services","Business Services"
"EVERSPIN TECH","MRAM","136.23","118716","Technology Services","Business Services"
"Meridian Bank","MRBK","154.32","11859","Banks - Northeast","Finance"
"MRC Global","MRC","1162.71","649753","Steel - Pipe and Tube","Industrial Products"
"Mercury Systems","MRCY","2546.31","499327","Aerospace - Defense Equipment","Aerospace"
"Margo Caribe","MRGO","38.31","5","Agriculture - Operations","Consumer Staples"
"Marin Software","MRIN","6.45","20871","Advertising and Marketing","Business Services"
"Merck & Co.","MRK","260350.08","9718202","Large Cap Pharmaceuticals","Medical"
"MARKER THERAPEUTICS","MRKR","36.94","57569","Medical - Drugs","Medical"
"MEDIROM Healthcare Technologies","MRM","14.62","69054","Medical - Outpatient and Home Healthcare","Medical"
"MariMed Inc.","MRMD","62.19","404277","Medical - Products","Medical"
"Moderna","MRNA","18021.02","5936944","Medical - Biomedical and Genetics","Medical"
"Murano Global BV","MRNO","127","4235","Real Estate - Operations","Finance"
"Marinus Pharmaceuticals","MRNS","19.03","6396269","Medical - Drugs","Medical"
"Marathon Oil","MRO","15943.19","5593011","Oil and Gas - Integrated - United States","Oils-Energy"
"Mersana Therapeutics","MRSN","315.27","847108","Medical - Biomedical and Genetics","Medical"
"","MRT","115.21","59476","Technology Services","Business Services"
"Maxus Realty Trust","MRTI","78.39","84","REIT and Equity Trust - Residential","Finance"
"Marten Transport","MRTN","1467.91","349062","Transportation - Truck","Transportation"
"Merus","MRUS","3731.27","380991","Medical - Biomedical and Genetics","Medical"
"Maravai LifeSciences","MRVI","1280.1","1921164","Medical - Products","Medical"
"Marvell Technology","MRVL","83125.56","11038285","Technology Services","Business Services"
"Marex Group PLC","MRX","2012.43","624296","Financial - Miscellaneous Services","Finance"
"Morgan Stanley","MS","208677.42","7848811","Financial - Investment Bank","Finance"
"MSA Safety Incorporporated","MSA","6822.63","174793","Security and Safety Services","Industrial Products"
"MS&AD Insurance Group","MSADY","37829.54","36699","Insurance - Property and Casualty","Finance"
"MultiSensor AI Holdings, Inc.","MSAI","46.47","9353","Internet - Software","Computer and Technology"
"Midland States Bancorp","MSBI","566.71","94280","Banks - Northeast","Finance"
"MSCI","MSCI","46552.55","512843","Business - Software Services","Computer and Technology"
"Satellos Bioscience Inc.","MSCLF","70.86","51456","Medical - Biomedical and Genetics","Medical"
"Morgan Stanley Direct Lending Fund","MSDL","1796.7","546519","Financial - SBIC & Commercial Industry","Finance"
"Middlesex Water Company","MSEX","1242.54","81495","Utility - Water Supply","Utilities"
"Microsoft","MSFT","3141534.5","20705068","Computer - Software","Computer and Technology"
"Madison Square Garden Entertainment Corp.","MSGE","1881.43","304624","Media Conglomerates","Consumer Discretionary"
"Motorsport Games","MSGM","4.76","20105","Gaming","Consumer Discretionary"
"The Madison Square Garden Company","MSGS","5445.51","118150","Leisure and Recreation Services","Consumer Discretionary"
"Motorola Solutions","MSI","84329.05","673798","Wireless Equipment","Computer and Technology"
"MSC","MSM","4974.31","785125","Industrial Services","Industrial Products"
"Maison Solutions Inc.","MSS","19.43","53564","Consumer Products - Discretionary","Consumer Discretionary"
"MicroStrategy","MSTR","54799.05","20849382","Computer - Software","Computer and Technology"
"Mid-Southern Bancorp","MSVB","41.11","669","Banks - Northeast","Finance"
"ArcelorMittal","MT","21011.27","1519304","Steel - Producers","Basic Materials"
"Metalla Royalty & Streaming","MTA","319.51","404155","Mining - Miscellaneous","Basic Materials"
"Metals Acquisition Ltd","MTAL","951.83","267041","Mining - Non Ferrous","Basic Materials"
"M&T Bank","MTB","34745.55","1350552","Banks - Major Regional","Finance"
"Moatable, Inc. Sponsored ADR","MTBLY","17.14","8681","Internet - Software","Computer and Technology"
"MMTec","MTC","33.37","1591472","Technology Services","Business Services"
"Match Group","MTCH","7881.27","4631823","Internet - Commerce","Retail-Wholesale"
"MettlerToledo International","MTD","27797.81","133819","Instruments - Scientific","Computer and Technology"
"Matador Resources","MTDR","7059.64","1824124","Oil and Gas - Exploration and Production - United States","Oils-Energy"
"Maris-Tech","MTEK","14.1","16074","Technology Services","Business Services"
"Molecular Templates","MTEM","2.36","13467166","Medical - Drugs","Medical"
"Mingteng International Corporation Inc.","MTEN","43.45","122784","Automotive - Original Equipment","Auto-Tires-Trucks"
"Mannatech","MTEX","15.1","3119","Medical - Drugs","Medical"
"MGIC Investment","MTG","6197.32","1756529","Insurance - Multi line","Finance"
"Meritage Homes","MTH","6901.98","455096","Building Products - Home Builders","Construction"
"Mitsubishi Chemical","MTLHY","7868.31","4147","Chemical - Diversified ","Basic Materials"
"Metalink","MTLK",".54","172","Electronics - Semiconductors","Computer and Technology"
"Materialise","MTLS","396.93","173012","Internet - Software","Computer and Technology"
"Vail Resorts","MTN","6667.17","446661","Leisure and Recreation Services","Consumer Discretionary"
"Matinas Biopharma","MTNB","3.49","417707","Medical - Drugs","Medical"
"Materion","MTRN","2476.46","76908","Mining - Miscellaneous","Basic Materials"
"Matrix Service","MTRX","358.49","123344","Oil and Gas - Mechanical and and Equipment","Oils-Energy"
"MACOM Technology Solutions","MTSI","9952.28","524997","Semiconductor - Analog and Mixed","Computer and Technology"
"Matterport","MTTR","1538.21","2032860","Technology Services","Business Services"
"MTU Aero Engines","MTUAY","18188.37","7970","Aerospace - Defense","Aerospace"
"METALLUS INC","MTUS","667.59","238340","Steel - Speciality","Basic Materials"
"The Manitowoc Company","MTW","387.8","351740","Manufacturing - Construction and Mining","Industrial Products"
"Minerals Technologies","MTX","2630.5","165137","Chemical - Specialty","Basic Materials"
"MasTec","MTZ","11480.35","853242","Building Products - Heavy Construction","Construction"
"Micron Technology","MU","124068.3","16074472","Computer - Integrated Systems","Computer and Technology"
"","MUA","482.14","101925","Financial - Investment Funds","Finance"
"","MUB","39960.65","4392081","Financial - Investment Funds","Finance"
"","MUC","1073.76","243526","Financial - Investment Funds","Finance"
"Paul Mueller Co.","MUEL","177.06","140","Manufacturing - General Industrial ","Industrial Products"
"Mitsubishi UFJ Financial Group","MUFG","134408.41","1522604","Banks - Foreign","Finance"
"","MUJ","634.88","112752","Financial - Investment Funds","Finance"
"Net Element","MULN","9.17","2015344","Automotive - Domestic","Auto-Tires-Trucks"
"Murphy Oil","MUR","4901.79","1468659","Oil and Gas - Exploration and Production - United States","Oils-Energy"
"Mural Oncology PLC","MURA","59.97","66183","Medical - Drugs","Medical"
"Mnchener RckversicherungsGesellschaft","MURGY","67431.91","220143","Insurance - Multi line","Finance"
"Murphy USA","MUSA","10493.89","158463","Oil and Gas - Refining and Marketing","Oils-Energy"
"McEwen Mining","MUX","471.56","555913","Mining - Miscellaneous","Basic Materials"
"Mvb Financial","MVBF","282.1","33612","Financial - Miscellaneous Services","Finance"
"Metavesco, Inc.","MVCO","3.02","8220","Technology Services","Business Services"
"","MVF","475.24","93479","Financial - Investment Funds","Finance"
"Microvision","MVIS","234.35","1958119","Lasers Systems and Components","Computer and Technology"
"Mission Valley Bancorp","MVLY","51.03","2546","Banks - Southwest","Finance"
"MV Oil Trust","MVO","101.43","72932","Oil and Gas - Royalty Trust - United States","Oils-Energy"
"Microvast","MVST","56.5","1968984","Technology Services","Business Services"
"","MVT","235.76","53807","Financial - Investment Funds","Finance"
"Mueller Water Products","MWA","4000.84","1218447","Steel - Pipe and Tube","Industrial Products"
"Multi Ways Holdings Limited","MWG","9.15","187310","Manufacturing - General Industrial ","Industrial Products"
"Marketing Worldwide","MWWC","1.06","4123786","Automotive - Retail and Wholesale - Parts","Retail-Wholesale"
"Magnachip Semiconductor","MX","146.21","390403","Semiconductor - Analog and Mixed","Computer and Technology"
"Mexco Energy","MXC","24.35","8990","Oil and Gas - Exploration and Production - United States","Oils-Energy"
"Orbia Advance","MXCHY","1795.8","184","Chemical - Specialty","Basic Materials"
"MaxCyte","MXCT","357.06","405812","Medical - Biomedical and Genetics","Medical"
"","MXE","39.03","7819","Financial - Investment Funds","Finance"
"","MXF","261.93","87280","Financial - Investment Funds","Finance"
"MaxLinear","MXL","1353.16","1919539","Semiconductor - Analog and Mixed","Computer and Technology"
"","MYD","524.9","178948","Financial - Investment Funds","Finance"
"Myers Industries","MYE","450.84","252121","Rubber - Plastics","Industrial Products"
"First Western Financial","MYFW","198.11","26697","Banks - Midwest","Finance"
"Myriad Genetics","MYGN","1581.18","874770","Medical - Biomedical and Genetics","Medical"
"","MYI","777.97","268559","Financial - Investment Funds","Finance"
"Mymetics","MYMX","0","2","Medical - Biomedical and Genetics","Medical"
"","MYN","398.46","100244","Financial - Investment Funds","Finance"
"Mynaric","MYNA","35.89","32607","Communication - Components","Computer and Technology"
"Mynd.ai, Inc. Unsponsored ADR","MYND","66.19","86519","Schools","Consumer Discretionary"
"Myomo","MYO","145.48","156615","Medical - Products","Medical"
"PLAYSTUDIOS","MYPS","193.23","195657","Gaming","Consumer Discretionary"
"MYR Group","MYRG","2396.68","277431","Electric Construction","Utilities"
"My Size","MYSZ","2.04","33495","Internet - Software","Computer and Technology"
"Magyar Telekom Tavkozlesi Nyrt","MYTAY","2921.86","1298","Wireline Non-US","Utilities"
"MYT Netherlands Parent","MYTE","542.29","159643","Internet - Commerce","Retail-Wholesale"
"Nano Labs Ltd. Sponsored ADR","NA","16.65","43402","Electronics - Semiconductors","Computer and Technology"
"NaaS Technology Inc. Sponsored ADR","NAAS","32.33","139490","Electronics - Power Generation","Computer and Technology"
"Nable","NABL","2086.04","391577","Technology Services","Business Services"
"National Australia Bank","NABZY","80881.16","39909","Banks - Foreign","Finance"
"Natural Alternatives International","NAII","28.2","9730","Medical - Drugs","Medical"
"Northern Dynasty Minerals","NAK","259.45","3582232","Mining - Gold","Basic Materials"
"NewAmsterdam Pharma Company N.V.","NAMS","2171.17","310752","Medical - Drugs","Medical"
"Nanophase Technologies","NANX","104.78","45333","Cosmetics","Consumer Staples"
"Nanovibronix","NAOV","1.81","469897","Medical - Instruments","Medical"
"The Duckhorn Portfolio","NAPA","1623.23","1558950","Beverages - Alcohol","Consumer Staples"
"Inari Medical","NARI","3008.58","1002608","Medical - Instruments","Medical"
"NASB Financial","NASB","274.52","624","Financial - Savings and Loan","Finance"
"Nordic American Tankers Limited","NAT","659.8","2493391","Transportation - Shipping","Transportation"
"Nathan's Famous","NATH","365.53","10973","Retail - Restaurants","Retail-Wholesale"
"NCR Atleos Corporation","NATL","2058.28","349867","Banks - Southeast","Finance"
"Nature's Sunshine Products","NATR","275.29","34016","Medical - Drugs","Medical"
"National American University","NAUH","1.17","3234","Schools","Consumer Discretionary"
"Nautilus Biotechnology","NAUT","312.65","86522","Medical - Biomedical and Genetics","Medical"
"Navidea Biopharmaceuticals","NAVB",".1","5118","Medical - Instruments","Medical"
"Navient","NAVI","1619.04","656459","Financial - Consumer Loans","Finance"
"NAYA Biosciences","NAYA","3.22","3479512","Medical - Biomedical and Genetics","Medical"
"","NAZ","141.4","34710","Financial - Investment Funds","Finance"
"NioCorp Developments Ltd.","NB","56.83","244111","Mining - Miscellaneous","Basic Materials"
"NB Bancorp, Inc.","NBBK","858.39","173205","Banks - Northeast","Finance"
"Neon Bloom","NBCO","15.25","41652","Financial - Miscellaneous Services","Finance"
"National Bank","NBHC","1878.82","213523","Banks - Southeast","Finance"
"Nebius Group N.V.","NBIS","7200.73","6119301","Internet - Software and Services","Computer and Technology"
"Neurocrine Biosciences","NBIX","12730.79","963877","Medical - Drugs","Medical"
"Nabors Industries","NBR","779.3","363503","Oil and Gas - Drilling","Oils-Energy"
"Nabriva Therapeutics","NBRVF",".01","696","Medical - Biomedical and Genetics","Medical"
"NeuBase Therapeutics","NBSE","1.42","0","Medical - Biomedical and Genetics","Medical"
"NBT Bancorp","NBTB","2329.79","209499","Banks - Northeast","Finance"
"Nanobiotix","NBTX","197.96","6651","Medical - Drugs","Medical"
"NovaBay Pharmaceuticals","NBY","3.39","1150267","Medical - Drugs","Medical"
"NACCO Industries","NC","232.04","15214","Coal","Oils-Energy"
"NCC GROUP","NCCGF","620.9","65","Technology Services","Business Services"
"Nuveen Churchill Direct Lending Corp.","NCDL","930.61","124262","Financial - SBIC & Commercial Industry","Finance"
"Neo-Concept International Group Holdings Limited","NCI","15.23","2074174","Retail - Apparel and Shoes","Retail-Wholesale"
"Northann Corp.","NCL","8.1","16988872","Furniture","Consumer Discretionary"
"Norwegian Cruise Line","NCLH","12012.83","11314993","Leisure and Recreation Services","Consumer Discretionary"
"National CineMedia","NCMI","597.97","510513","Advertising and Marketing","Business Services"
"NuCana","NCNA","3.98","152523","Medical - Biomedical and Genetics","Medical"
"nCino","NCNO","4914.75","1395606","Internet - Software","Computer and Technology"
"Netcapital Inc.","NCPL","1.8","626176","Technology Services","Business Services"
"Nocera, Inc.","NCRA","14.78","16298","Food - Miscellaneous","Consumer Staples"
"NCS Multistage","NCSM","56.44","5218","Oil and Gas - Field Services","Oils-Energy"
"The9 Limited","NCTY","75.49","86506","Internet - Content","Computer and Technology"
"Nasdaq","NDAQ","45227.68","2624617","Securities and Exchanges","Finance"
"Nitto Denko","NDEKY","11817.04","24259","Semiconductor - Communications ","Computer and Technology"
